TipType	TipTemplateId	Notice	zh_CN	en_US	pt_BR	ru_RU	ko_KR	de_DE	fr_FR	es_ES	it_IT	in_ID	th_TH	tr_TR	vi_VN	ja_JP
1025010	ResourceGetByCd		▢FFB22222该资源点还剩余%1s秒才可以领取	▢FFB22222The resource site still has %1s seconds left to receive.	▢FFB22222The resource site still has %1s seconds left to receive.	▢FFB22222В источнике ресурсов вам все равно нужно ждать %1s секунд для их получения.	▢FFB22222The resource site still has %1s seconds left to receive.	▢FFB22222The resource site still has %1s seconds left to receive.	▢FFB22222The resource site still has %1s seconds left to receive.	▢FFB22222The resource site still has %1s seconds left to receive.	▢FFB22222The resource site still has %1s seconds left to receive.	▢FFB22222The resource site still has %1s seconds left to receive.	▢FFB22222แห่ลงทรัพยากรนี้ยังเหลือ%1sวินาทีที่จะรับได้	▢FFB22222The resource site still has %1s seconds left to receive.	▢FFB22222The resource site still has %1s seconds left to receive.	▢FFB22222The resource site still has %1s seconds left to receive.
1025011	InformResourceByStealed		▢FFB22222%1s玩家偷了你家的钱	▢FFB22222%1s stole your resources.	▢FFB22222%1s stole your resources.	▢FFB22222%1s украл ваши ресурсы.	▢FFB22222%1s stole your resources.	▢FFB22222%1s stole your resources.	▢FFB22222%1s stole your resources.	▢FFB22222%1s stole your resources.	▢FFB22222%1s stole your resources.	▢FFB22222%1s stole your resources.	▢FFB22222%1sผู้เล่นได้ขโมยเงินของคุณ	▢FFB22222%1s stole your resources.	▢FFB22222%1s stole your resources.	▢FFB22222%1s stole your resources.
1025012	SucceedBuildingOne		▢FF00FFFF恭喜%1s，已完成第一阶段的建设	▢FF00FFFFCongratulations, %1s has completed the first stage.	▢FF00FFFFCongratulations, %1s has completed the first stage.	▢FF00FFFFПоздравляем, %1s выполнил(-а) первую стадию.	▢FF00FFFFCongratulations, %1s has completed the first stage.	▢FF00FFFFCongratulations, %1s has completed the first stage.	▢FF00FFFFCongratulations, %1s has completed the first stage.	▢FF00FFFFCongratulations, %1s has completed the first stage.	▢FF00FFFFCongratulations, %1s has completed the first stage.	▢FF00FFFFCongratulations, %1s has completed the first stage.	▢FF00FFFFขอแสดงความยินดีกับ%1s，ได้เสร็จสิ้นการก่อสร้างในช่วงที่หนึ่ง	▢FF00FFFFCongratulations, %1s has completed the first stage.	▢FF00FFFFCongratulations, %1s has completed the first stage.	▢FF00FFFFCongratulations, %1s has completed the first stage.
1025013	SucceedBuildingTwo		▢FF00FFFF恭喜%1s，已完成第二阶段的建设	▢FF00FFFFCongratulations, %1s has completed the second stage.	▢FF00FFFFCongratulations, %1s has completed the second stage.	▢FF00FFFFПоздравляем, %1s выполнил(-а) вторую стадию.	▢FF00FFFFCongratulations, %1s has completed the second stage.	▢FF00FFFFCongratulations, %1s has completed the second stage.	▢FF00FFFFCongratulations, %1s has completed the second stage.	▢FF00FFFFCongratulations, %1s has completed the second stage.	▢FF00FFFFCongratulations, %1s has completed the second stage.	▢FF00FFFFCongratulations, %1s has completed the second stage.	▢FF00FFFFขอแสดงความยินดีกับ%1s，ได้เสร็จสิ้นการก่อสร้างในช่วงที่สอง	▢FF00FFFFCongratulations, %1s has completed the second stage.	▢FF00FFFFCongratulations, %1s has completed the second stage.	▢FF00FFFFCongratulations, %1s has completed the second stage.
1025014	SucceedBuildingPortal		▢FF00FFFF恭喜%1s，已完成传送门的建设，点击传送可到达高地	▢FF00FFFFCongratulations, %1s has completed the teleport gate.	▢FF00FFFFCongratulations, %1s has completed the teleport gate.	▢FF00FFFFПоздравляем, %1s открыл(-а) врата телепорта.	▢FF00FFFFCongratulations, %1s has completed the teleport gate.	▢FF00FFFFCongratulations, %1s has completed the teleport gate.	▢FF00FFFFCongratulations, %1s has completed the teleport gate.	▢FF00FFFFCongratulations, %1s has completed the teleport gate.	▢FF00FFFFCongratulations, %1s has completed the teleport gate.	▢FF00FFFFCongratulations, %1s has completed the teleport gate.	▢FF00FFFFขอแสดงความยินดีกับ%1s，ได้เสร็จสิ้นการก่อสร้างของประตูรับส่ง คลิกรับส่งสามารถไปยังถึงที่สูง	▢FF00FFFFCongratulations, %1s has completed the teleport gate.	▢FF00FFFFCongratulations, %1s has completed the teleport gate.	▢FF00FFFFCongratulations, %1s has completed the teleport gate.
1025015	NoSelfItem		▢FFB22222不属于自己的物品	▢FFB22222That items don't belong to you.	▢FFB22222That items don't belong to you.	▢FFB22222Эти предметы не пренадлежат вам.	▢FFB22222That items don't belong to you.	▢FFB22222That items don't belong to you.	▢FFB22222That items don't belong to you.	▢FFB22222That items don't belong to you.	▢FFB22222That items don't belong to you.	▢FFB22222That items don't belong to you.	▢FFB22222สิ่งของที่ไม่เป็นของตัวเอง	▢FFB22222That items don't belong to you.	▢FFB22222That items don't belong to you.	▢FFB22222That items don't belong to you.
1025016	bonusPunisher		▢FF00FF00你的领地产出速度被强化了（已拥有）	▢FF00FF00Your territory's resources speed has been strengthened.	▢FF00FF00Your territory's resources speed has been strengthened.	▢FF00FF00Скорость появления ресурсов на вашей территории улучшена.	▢FF00FF00Your territory's resources speed has been strengthened.	▢FF00FF00Your territory's resources speed has been strengthened.	▢FF00FF00Your territory's resources speed has been strengthened.	▢FF00FF00Your territory's resources speed has been strengthened.	▢FF00FF00Your territory's resources speed has been strengthened.	▢FF00FF00Your territory's resources speed has been strengthened.	▢FF00FF00ความเร็วการผลิตของดินแดนคุณถูกเสริมความแข็งแล้ว（มีแล้ว）	▢FF00FF00Your territory's resources speed has been strengthened.	▢FF00FF00Your territory's resources speed has been strengthened.	▢FF00FF00Your territory's resources speed has been strengthened.
1025017	bonusHulk		▢FF00FF00你的生命被强化了（已拥有）	▢FF00FF00Your HP  has been strengthened.	▢FF00FF00Your HP  has been strengthened.	▢FF00FF00Ваши жизни были ввостановлены.	▢FF00FF00Your HP  has been strengthened.	▢FF00FF00Your HP  has been strengthened.	▢FF00FF00Your HP  has been strengthened.	▢FF00FF00Your HP  has been strengthened.	▢FF00FF00Your HP  has been strengthened.	▢FF00FF00Your HP  has been strengthened.	▢FF00FF00ชีวิตของคุณถูกเสริมความแข็งแล้ว（มีแล้ว）	▢FF00FF00Your HP  has been strengthened.	▢FF00FF00Your HP  has been strengthened.	▢FF00FF00Your HP  has been strengthened.
1025018	bonusBlackPanther		▢FF00FF00你的移动速度被强化了（已拥有）	▢FF00FF00Your movement speed has been strengthened.	▢FF00FF00Your movement speed has been strengthened.	▢FF00FF00Ваша скорость передвижения была увеличена.	▢FF00FF00Your movement speed has been strengthened.	▢FF00FF00Your movement speed has been strengthened.	▢FF00FF00Your movement speed has been strengthened.	▢FF00FF00Your movement speed has been strengthened.	▢FF00FF00Your movement speed has been strengthened.	▢FF00FF00Your movement speed has been strengthened.	▢FF00FF00ความเร็วการเคลื่อนที่ของคุณถูกเสริมความแข็งแล้ว（มีแล้ว）	▢FF00FF00Your movement speed has been strengthened.	▢FF00FF00Your movement speed has been strengthened.	▢FF00FF00Your movement speed has been strengthened.
1025019	bonusCaptainAmerica		▢FF00FF00你的回血能力被强化了（已拥有）	▢FF00FF00Your healing ability has been strengthened.	▢FF00FF00Your healing ability has been strengthened.	▢FF00FF00Ваша регенерация была улучшена.	▢FF00FF00Your healing ability has been strengthened.	▢FF00FF00Your healing ability has been strengthened.	▢FF00FF00Your healing ability has been strengthened.	▢FF00FF00Your healing ability has been strengthened.	▢FF00FF00Your healing ability has been strengthened.	▢FF00FF00Your healing ability has been strengthened.	▢FF00FF00ความสามารถด้านการฟื้นค่าชีวิตของคุณถูกเสริมความแข็งแล้ว（มีแล้ว）	▢FF00FF00Your healing ability has been strengthened.	▢FF00FF00Your healing ability has been strengthened.	▢FF00FF00Your healing ability has been strengthened.
1025020	bonusSpiderMan		▢FF00FF00你的偷取能力被强化了（已拥有）	▢FF00FF00Your stealing ability has been strengthened.	▢FF00FF00Your stealing ability has been strengthened.	▢FF00FF00Ваша способность грабить была воостановлена.	▢FF00FF00Your stealing ability has been strengthened.	▢FF00FF00Your stealing ability has been strengthened.	▢FF00FF00Your stealing ability has been strengthened.	▢FF00FF00Your stealing ability has been strengthened.	▢FF00FF00Your stealing ability has been strengthened.	▢FF00FF00Your stealing ability has been strengthened.	▢FF00FF00ความสามารถด้านการขโมยของคุณถูกเสริมความแข็งแล้ว（มีแล้ว）	▢FF00FF00Your stealing ability has been strengthened.	▢FF00FF00Your stealing ability has been strengthened.	▢FF00FF00Your stealing ability has been strengthened.
1025021	bonusIronMan		▢FF00FF00你的防御能力被强化了（已拥有）	▢FF00FF00Your defense ability has been strengthened.	▢FF00FF00Your defense ability has been strengthened.	▢FF00FF00Ваша защита была увеличена.	▢FF00FF00Your defense ability has been strengthened.	▢FF00FF00Your defense ability has been strengthened.	▢FF00FF00Your defense ability has been strengthened.	▢FF00FF00Your defense ability has been strengthened.	▢FF00FF00Your defense ability has been strengthened.	▢FF00FF00Your defense ability has been strengthened.	▢FF00FF00ความสามารถด้านการป้องกันตัวของคุณถูกเสริมความแข็งแล้ว（มีแล้ว）	▢FF00FF00Your defense ability has been strengthened.	▢FF00FF00Your defense ability has been strengthened.	▢FF00FF00Your defense ability has been strengthened.
1025022	enterDomainArea		▢FF00FFFF你进入了领地区域	▢FF00FFFFYou have entered the territorial area.	▢FF00FFFFYou have entered the territorial area.	▢FF00FFFFВы вошли в территорию ресурсов.	▢FF00FFFFYou have entered the territorial area.	▢FF00FFFFYou have entered the territorial area.	▢FF00FFFFYou have entered the territorial area.	▢FF00FFFFYou have entered the territorial area.	▢FF00FFFFYou have entered the territorial area.	▢FF00FFFFYou have entered the territorial area.	▢FF00FFFFคุณได้เข้าสู่เขตดินแดน	▢FF00FFFFYou have entered the territorial area.	▢FF00FFFFYou have entered the territorial area.	▢FF00FFFFYou have entered the territorial area.
1025023	quitDomainArea		▢FF00FFFF你离开了领地区域	▢FF00FFFFYou have left the territorial area	▢FF00FFFFYou have left the territorial area	▢FF00FFFFВы покинули территорию ресурсов.	▢FF00FFFFYou have left the territorial area	▢FF00FFFFYou have left the territorial area	▢FF00FFFFYou have left the territorial area	▢FF00FFFFYou have left the territorial area	▢FF00FFFFYou have left the territorial area	▢FF00FFFFYou have left the territorial area	▢FF00FFFFคุณได้ออกจากเขตดินแดน	▢FF00FFFFYou have left the territorial area	▢FF00FFFFYou have left the territorial area	▢FF00FFFFYou have left the territorial area
1025024	clothesHave		▢FF00FFFF你已拥有该物品	▢FF00FFFFYou already own the item.	▢FF00FFFFYou already own the item.	▢FF00FFFFВы уже владеете этим предметом.	▢FF00FFFFYou already own the item.	▢FF00FFFFYou already own the item.	▢FF00FFFFYou already own the item.	▢FF00FFFFYou already own the item.	▢FF00FFFFYou already own the item.	▢FF00FFFFYou already own the item.	▢FF00FFFFคุณได้มีสิ่งของนี้แล้ว	▢FF00FFFFYou already own the item.	▢FF00FFFFYou already own the item.	▢FF00FFFFYou already own the item.
1025025	killPlayerHint		▢FF00FFFF%1s▥击杀了%2s▥，并使其失去%3s▥金钱	▢FF00FFFF%1s▥ killed %2s▥ and made him lose %3s▥ money.	▢FF00FFFF%1s▥ killed %2s▥ and made him lose %3s▥ money.	▢FF00FFFF%1s▢ убил(-а) %2s▢ и заставил потерять его %3s▢ денег.	▢FF00FFFF%1s▥ killed %2s▥ and made him lose %3s▥ money.	▢FF00FFFF%1s▥ killed %2s▥ and made him lose %3s▥ money.	▢FF00FFFF%1s▥ killed %2s▥ and made him lose %3s▥ money.	▢FF00FFFF%1s▥ killed %2s▥ and made him lose %3s▥ money.	▢FF00FFFF%1s▥ killed %2s▥ and made him lose %3s▥ money.	▢FF00FFFF%1s▥ killed %2s▥ and made him lose %3s▥ money.	▢FF00FFFF%1s▢ยิง%2s▢ตายและเสียเงิน%3s▢	▢FF00FFFF%1s▥ killed %2s▥ and made him lose %3s▥ money.	▢FF00FFFF%1s▥ killed %2s▥ and made him lose %3s▥ money.	▢FF00FFFF%1s▥ killed %2s▥ and made him lose %3s▥ money.
1025026	skillHave		▢FF00FF00拥有该技能，点击右上角查看技能说明	▢FF00FF00Skill gained, click on the top right corner to view the skill description.	▢FF00FF00Skill gained, click on the top right corner to view the skill description.	▢FF00FF00Навык получен, нажмите на иконку магазина в правом верхнем углу чтобы увидеть описание навыка.	▢FF00FF00Skill gained, click on the top right corner to view the skill description.	▢FF00FF00Skill gained, click on the top right corner to view the skill description.	▢FF00FF00Skill gained, click on the top right corner to view the skill description.	▢FF00FF00Skill gained, click on the top right corner to view the skill description.	▢FF00FF00Skill gained, click on the top right corner to view the skill description.	▢FF00FF00Skill gained, click on the top right corner to view the skill description.	▢FF00FF00มีความสามารถพิเศษนี้แล้ว คลิกมุมบนด้านขวาเช็คดูคำอธิบายความสามารถพิเศษ	▢FF00FF00Skill gained, click on the top right corner to view the skill description.	▢FF00FF00Skill gained, click on the top right corner to view the skill description.	▢FF00FF00Skill gained, click on the top right corner to view the skill description.
